66;Varna Culture Hotel Soerabaia;1;1;1;1;1;0;1;1;0;1;4;3;3;3;3
67;Goldvitel Hotel;1;1;1;0;0;1;1;1;1;1;4;4;4;2;3
68;Goldvitel Hotel;1;1;1;0;0;1;1;1;1;1;3;3;4;2;3
69;Goldvitel Hotel;1;1;1;0;0;1;1;1;1;1;3;2;4;2;3
70;Goldvitel Hotel;1;1;1;1;0;1;1;1;1;1;1;1;4;2;3
71;D'Carol Hotel Surabaya;1;1;1;0;1;0;1;1;0;1;4;3;3;3;3
72;D'Carol Hotel Surabaya;1;1;1;0;1;0;1;1;0;1;4;2;3;3;3
73;Maumu Hotel and Lounge;1;1;1;0;0;0;0;1;0;0;4;2;5;3;3
74;The Alana Surabaya;1;1;1;0;1;1;1;1;1;1;3;3;2;2;2
75;The Alana Surabaya;1;1;1;1;1;1;1;1;1;1;3;3;2;2;2
76;The Alana Surabaya;1;1;1;0;1;1;1;1;1;1;3;3;2;2;2
77;The Alana Surabaya;1;1;1;1;1;1;1;1;1;1;2;2;2;2;2
78;The Alana Surabaya;1;1;1;0;1;1;1;1;1;1;2;1;2;2;2
79;The Alana Surabaya;1;1;1;0;1;1;1;1;1;1;2;1;2;2;2
80;Hotel Dafam Pacific Caesar Surabaya;1;1;1;1;1;0;1;1;1;1;3;2;3;3;5
81;Swiss-Belinn Manyar Surabaya;1;1;1;0;1;0;1;1;1;1;2;2;3;3;5
82;Swiss-Belinn Manyar Surabaya;1;1;1;1;1;0;1;1;1;1;2;2;3;3;5
83;Alimar Premier Hotel;1;1;1;0;1;0;1;1;1;0;3;3;5;3;5
84;Alimar Premier Hotel;1;1;1;1;1;0;1;1;1;0;3;3;5;3;5
85;Alimar Premier Hotel;1;1;1;0;1;0;1;1;1;0;3;2;5;3;5
86;Alimar Premier Hotel;1;1;1;1;1;0;1;1;1;0;3;2;5;3;5
87;Alimar Premier Hotel;1;1;1;0;1;0;1;1;1;0;1;1;5;3;5
88;Alimar Premier Hotel;1;1;1;1;1;0;1;1;1;0;1;1;5;3;5
89;Life Taman Melati Surabaya;1;1;1;1;1;0;1;1;1;0;4;3;3;3;5
90;Life Taman Melati Surabaya;1;1;1;1;1;0;1;1;1;0;3;2;3;3;5
91;Livinn Taman Melati Surabaya;1;1;1;0;1;0;1;1;1;1;4;3;4;3;5
92;Hotel Gunawangsa MERR;1;1;1;0;1;1;1;1;1;1;4;2;4;3;6
93;Hotel Gunawangsa MERR;1;1;1;1;1;1;1;1;1;1;3;2;4;3;6
94;Hotel Gunawangsa MERR;1;1;1;0;1;1;1;1;1;1;3;1;4;3;6
95;Hotel Gunawangsa MERR;1;1;1;1;1;1;1;1;1;1;2;1;4;3;6
96;Hotel Gunawangsa MERR;1;1;1;0;1;1;1;1;1;1;2;1;4;3;6
97;Hotel Gunawangsa MERR;1;1;1;1;1;1;1;1;1;1;2;1;4;3;6
98;Novotel Samator Surabaya Timur;1;1;1;0;1;1;1;1;1;0;2;3;3;2;6
99;Novotel Samator Surabaya Timur;1;1;1;1;1;1;1;1;1;0;2;3;3;2;6
100;Novotel Samator Surabaya Timur;1;1;1;0;1;1;1;1;1;0;2;2;3;2;6
101;Novotel Samator Surabaya Timur;1;1;1;1;1;1;1;1;1;0;2;2;3;2;6
102;Verwood Hotel and Serviced Residence Surabaya;1;1;1;0;1;1;1;1;1;1;2;2;4;2;10
103;Verwood Hotel and Serviced Residence Surabaya;1;1;1;1;1;1;1;1;1;1;2;2;4;2;10
104;Verwood Hotel and Serviced Residence Surabaya;1;1;1;1;1;1;1;1;1;1;2;2;4;2;10
105;Whiz Prime Hotel Darmo Harapan Surabaya;1;1;1;1;1;1;1;1;1;1;3;5;4;3;10
106;Whiz Prime Hotel Darmo Harapan Surabaya;1;1;1;1;1;1;1;1;1;1;3;3;4;3;10
107;Whiz Prime Hotel Darmo Harapan Surabaya;1;1;1;1;1;1;1;1;1;1;3;2;4;3;10
108;Whiz Prime Hotel Darmo Harapan Surabaya;1;1;1;1;1;1;1;1;1;1;3;2;4;3;10
109;Gunawangsa Manyar Hotel Surabaya;1;1;1;0;1;1;1;1;1;1;4;2;4;3;9
110;Country Heritage Hotel;1;1;1;1;1;0;1;1;1;1;4;2;5;3;9
111;Country Heritage Hotel;1;1;1;1;1;0;1;1;1;1;3;2;5;3;9
112;Shangri-La Surabaya;1;1;1;1;1;1;1;1;1;1;1;2;2;1;7
113;Shangri-La Surabaya;1;1;1;1;1;1;1;1;1;1;1;2;2;1;7
114;Shangri-La Surabaya;1;1;1;1;1;1;1;1;1;1;1;2;2;1;7
115;Hotel Ciputra World Surabaya managed by Swiss-Belhotel International;1;1;1;0;1;1;1;1;1;1;2;2;2;1;7
116;Hotel Ciputra World Surabaya managed by Swiss-Belhotel International;1;1;1;1;1;1;1;1;1;1;1;2;2;1;7
117;Hotel Ciputra World Surabaya managed by Swiss-Belhotel International;1;1;1;0;1;1;1;1;1;1;1;2;2;1;7
118;Hotel Ciputra World Surabaya managed by Swiss-Belhotel International;1;1;1;1;1;1;1;1;1;1;1;2;2;1;7
119;Hotel Ciputra World Surabaya managed by Swiss-Belhotel International;1;1;1;0;1;1;1;1;1;1;1;3;2;1;7
120;Hotel Ciputra World Surabaya managed by Swiss-Belhotel International;1;1;1;1;1;1;1;1;1;1;1;3;2;1;7
121;Hotel Ciputra World Surabaya managed by Swiss-Belhotel International;1;1;1;1;1;1;1;1;1;1;1;2;2;1;7
122;Hotel Ciputra World Surabaya managed by Swiss-Belhotel International;1;1;1;0;1;1;1;1;1;1;1;2;2;1;7
123;Hotel Ciputra World Surabaya managed by Swiss-Belhotel International;1;1;1;1;1;1;1;1;1;1;1;1;2;1;7
124;Holiday Inn Express SURABAYA CENTERPOINT;1;1;1;0;0;1;0;1;0;0;2;3;3;3;7
125;Holiday Inn Express SURABAYA CENTERPOINT;1;1;1;0;0;1;0;1;0;0;2;2;3;3;7
126;Holiday Inn Express SURABAYA CENTERPOINT;1;1;1;1;0;1;0;1;0;0;2;2;3;3;7
127;JW Marriott Hotel Surabaya;1;1;1;0;1;1;1;1;1;1;1;2;1;1;11
128;JW Marriott Hotel Surabaya;1;1;1;1;1;1;1;1;1;1;1;2;1;1;11
129;JW Marriott Hotel Surabaya;1;1;1;1;1;1;1;1;1;1;1;2;1;1;11
130;JW Marriott Hotel Surabaya;1;1;1;1;1;1;1;1;1;1;1;1;1;1;11
131;JW Marriott Hotel Surabaya;1;1;1;1;1;1;1;1;1;1;1;1;1;1;11
132;Four Points by Sheraton Surabaya;1;1;1;0;1;1;1;1;1;1;1;2;2;1;11
133;Four Points by Sheraton Surabaya;1;1;1;1;1;1;1;1;1;1;1;2;2;1;11
134;Four Points by Sheraton Surabaya;1;1;1;0;1;1;1;1;1;1;1;2;2;1;11
135;Four Points by Sheraton Surabaya;1;1;1;1;1;1;1;1;1;1;1;2;2;1;11
136;Four Points by Sheraton Surabaya;1;1;1;1;1;1;1;1;1;1;1;1;2;1;11
137;Four Points by Sheraton Surabaya;1;1;1;1;1;1;1;1;1;1;1;2;2;1;11
138;Four Points by Sheraton Surabaya;1;1;1;0;1;1;1;1;1;1;1;1;2;1;11
139;Four Points by Sheraton Surabaya;1;1;1;1;1;1;1;1;1;1;1;1;2;1;11
140;Four Points by Sheraton Surabaya;1;1;1;1;1;1;1;1;1;1;1;1;2;1;11
141;Tunjungan Hotel Surabaya;1;1;1;0;1;0;1;1;1;1;3;3;5;2;11
142;Tunjungan Hotel Surabaya;1;1;1;1;1;0;1;1;1;1;2;2;5;2;11
143;Tunjungan Hotel Surabaya;1;1;1;1;1;0;1;1;1;1;2;2;5;2;11
144;Tunjungan Hotel Surabaya;1;1;1;1;1;0;1;1;1;1;1;1;5;2;11
145;Vasa Hotel Surabaya;1;1;1;1;1;1;1;1;1;1;1;1;2;2;11
146;Midtown Hotel Surabaya;1;1;1;1;1;1;1;1;0;1;2;3;3;3;11
147;Midtown Hotel Surabaya;1;1;1;1;1;1;1;1;0;1;2;2;3;3;11
148;Quest Hotel Darmo - Surabaya by ASTON;1;1;1;1;1;1;1;1;1;1;4;2;3;3;11
149;Quest Hotel Darmo - Surabaya by ASTON;1;1;1;1;1;1;1;1;1;1;2;1;3;3;11
150;Quest Hotel Darmo - Surabaya by ASTON;1;1;1;1;1;1;1;1;1;1;2;1;3;3;11
151;Royal Tulip Darmo Surabaya;1;1;1;0;1;1;1;1;1;1;2;2;3;1;11
152;Royal Tulip Darmo Surabaya;1;1;1;1;1;1;1;1;1;1;1;2;3;1;11
153;Hotel Santika Pandegiling Surabaya;1;1;1;1;1;0;1;1;1;1;3;2;2;3;11
154;Hotel Santika Pandegiling Surabaya;1;1;1;1;1;0;1;1;1;1;3;2;2;3;11
155;Hotel Santika Pandegiling Surabaya;1;1;1;1;1;0;1;1;1;1;3;2;2;3;11
156;Hotel 2 Embong Malang;1;1;1;0;1;0;1;1;0;1;4;3;4;3;11
157;Hotel 2 Embong Malang;1;1;1;1;1;0;1;1;0;1;3;3;4;3;11
158;Hotel 2 Embong Malang;1;1;1;1;1;0;1;1;0;1;3;2;4;3;11
159;Royal Singosari Cendana Tunjungan;1;1;1;1;1;0;1;1;0;1;2;3;4;3;11
160;Royal Singosari Cendana Tunjungan;1;1;1;0;1;0;1;1;0;1;2;2;4;3;11
161;Royal Singosari Cendana Tunjungan;1;1;1;1;1;0;1;1;0;1;1;1;4;3;11
162;Mercure Grand Mirama Surabaya;1;1;1;0;1;1;1;1;1;1;2;3;4;2;11
163;Mercure Grand Mirama Surabaya;1;1;1;1;1;1;1;1;1;1;2;3;4;2;11
164;Mercure Grand Mirama Surabaya;1;1;1;0;1;1;1;1;1;1;2;2;4;2;11
165;Mercure Grand Mirama Surabaya;1;1;1;1;1;1;1;1;1;1;2;2;4;2;11
166;Mercure Grand Mirama Surabaya;1;1;1;0;1;1;1;1;1;1;1;1;4;2;11
167;Mercure Grand Mirama Surabaya;1;1;1;1;1;1;1;1;1;1;1;1;4;2;11
168;Luminor Hotel Jemursari;1;1;1;1;1;1;1;1;0;1;3;2;2;3;12
169;Luminor Hotel Jemursari;1;1;1;1;1;1;1;1;0;1;3;2;2;3;12
170;Luminor Hotel Jemursari;1;1;1;1;1;1;1;1;0;1;2;2;2;3;12
171;Yello Hotel Jemursari;1;1;1;1;1;0;1;1;0;1;3;4;3;3;12
172;Hotel Santika Jemursari;1;1;1;1;1;1;1;1;0;1;3;2;3;3;12
173;Ibis Styles Surabaya Jemursari;1;1;1;0;1;0;1;1;1;1;3;4;3;3;12
174;Ibis Styles Surabaya Jemursari;1;1;1;1;1;0;1;1;1;1;2;4;3;3;12
175;Ibis Styles Surabaya Jemursari;1;1;1;0;1;0;1;1;1;1;2;2;3;3;12
176;Ibis Styles Surabaya Jemursari;1;1;1;1;1;0;1;1;1;1;2;2;3;3;12
177;BeSS Mansion Hotel Surabaya;1;1;1;1;1;1;1;1;1;1;3;3;3;2;14
178;Grand Mercure Surabaya;1;1;1;0;1;1;1;1;1;0;2;3;3;1;14
179;Grand Mercure Surabaya;1;1;1;0;1;1;1;1;1;0;2;2;3;1;14
180;The Square Surabaya;1;1;1;0;1;1;1;1;1;1;4;2;4;3;14
181;The Square Surabaya;1;1;1;0;1;1;1;1;1;1;2;1;4;3;14
182;Best Western Papilio Hotel;1;1;1;0;1;1;1;1;1;1;3;3;2;2;15
183;Best Western Papilio Hotel;1;1;1;0;1;1;1;1;1;1;3;2;2;2;15
184;Best Western Papilio Hotel;1;1;1;0;1;1;1;1;1;1;2;2;2;2;15
185;Best Western Papilio Hotel;1;1;1;1;1;1;1;1;1;1;1;1;2;2;15
186;Grand Darmo 1 by AMITHYA;1;1;1;0;1;1;1;1;0;1;3;2;4;2;15
187;Grand Darmo 1 by AMITHYA;1;1;1;1;1;1;1;1;0;1;4;1;4;2;15
188;Primebiz Hotel Surabaya;1;1;1;0;1;1;1;1;0;1;3;3;3;3;15
189;Primebiz Hotel Surabaya;1;1;1;0;1;1;1;1;0;1;3;3;3;3;15
190;Primebiz Hotel Surabaya;1;1;1;0;1;1;1;1;0;1;3;2;3;3;15
191;Primebiz Hotel Surabaya;1;1;1;0;1;1;1;1;0;1;2;3;3;3;15
192;Primebiz Hotel Surabaya;1;1;1;0;1;1;1;1;0;1;2;1;3;3;15
193;Primebiz Hotel Surabaya;1;1;1;1;1;1;1;1;0;1;2;1;3;3;15
194;Novotel Surabaya Hotel & 1;1;1;1;0;1;1;1;1;1;1;2;3;4;2;15
195;Novotel Surabaya Hotel & 1;1;1;1;1;1;1;1;1;1;1;2;3;4;2;15
196;Novotel Surabaya Hotel & 1;1;1;1;0;1;1;1;1;1;1;2;3;4;2;15
197;Novotel Surabaya Hotel & 1;1;1;1;1;1;1;1;1;1;1;2;3;4;2;15
198;Novotel Surabaya Hotel & 1;1;1;1;1;1;1;1;1;1;1;2;3;4;2;15
199;ibis budget Surabaya Diponegoro;1;1;1;1;1;0;1;1;0;0;4;4;3;3;15
200;BATIQA Hotel Darmo - Surabaya;1;1;1;0;1;1;1;1;0;0;3;3;3;3;15
201;Great Diponegoro Hotel Surabaya;1;1;1;0;1;0;1;1;0;1;3;3;3;3;15
202;Great Diponegoro Hotel Surabaya;1;1;1;1;1;0;1;1;0;1;3;3;3;3;15
203;Great Diponegoro Hotel Surabaya;1;1;1;1;1;0;1;1;0;1;3;2;3;3;15
204;Great Diponegoro Hotel Surabaya;1;1;1;1;1;0;1;1;0;1;2;1;3;3;15
205;Hotel Oval;1;1;1;1;1;0;1;1;0;0;4;3;5;3;15
206;Hotel Oval;1;1;1;1;1;0;1;1;0;0;4;2;5;3;15
207;Hotel Oval;1;1;1;1;1;0;1;1;0;0;3;1;5;3;15
208;Four Points by Sheraton Surabaya Pakuwon Indah;1;1;1;1;0;1;1;1;1;1;1;2;1;2;13
209;Four Points by Sheraton Surabaya Pakuwon Indah;1;1;1;0;0;1;1;1;1;1;1;1;1;2;13
210;The Westin Surabaya;1;1;1;1;1;1;1;1;1;1;1;2;1;1;13
211;The Westin Surabaya;1;1;1;1;1;1;1;1;1;1;1;1;1;1;13
212;Ascott Waterplace Surabaya;1;1;1;0;1;1;1;1;1;1;1;2;2;1;13
213;Ascott Waterplace Surabaya;1;1;1;1;1;1;1;1;1;1;1;2;2;1;13
